rouge_1_r,rouge_1_p,rouge_1_f,rouge_2_r,rouge_2_p,rouge_2_f,rouge_l_r,rouge_l_p,rouge_l_f
0.10805084745762712,0.9622641509433962,0.19428571247049434,0.058212058212058215,0.8484848484848485,0.10894941514080456,0.10805084745762712,0.9622641509433962,0.19428571247049434
0.31446540880503143,0.9803921568627451,0.4761904725129252,0.2396694214876033,0.9508196721311475,0.38283828061257613,0.31446540880503143,0.9803921568627451,0.4761904725129252
0.19047619047619047,0.9795918367346939,0.3189368743506143,0.10070257611241218,0.7818181818181819,0.17842323449277736,0.19047619047619047,0.9795918367346939,0.3189368743506143
0.12566844919786097,0.94,0.2216981111271805,0.06929347826086957,0.85,0.12814070212368378,0.12566844919786097,0.94,0.2216981111271805
0.06361323155216285,0.5813953488372093,0.11467889730462506,0.014705882352941176,0.22448979591836735,0.02760351202039019,0.06361323155216285,0.5813953488372093,0.11467889730462506
0.1510989010989011,0.9649122807017544,0.26128265799132255,0.09574468085106383,0.9264705882352942,0.17355371731044483,0.1510989010989011,0.9649122807017544,0.26128265799132255
0.05564142194744977,0.75,0.10359712101626212,0.012022630834512023,0.32075471698113206,0.023176550087454582,0.05100463678516229,0.6875,0.09496402749108225
0.11890243902439024,0.9069767441860465,0.21024258555168882,0.0775716694772344,0.8363636363636363,0.14197530708852502,0.11890243902439024,0.9069767441860465,0.21024258555168882
0.1362126245847176,0.8723404255319149,0.23563218157170698,0.04040404040404041,0.4444444444444444,0.07407407254629635,0.12956810631229235,0.8297872340425532,0.22413792869814375
0.11859838274932614,0.9777777777777777,0.21153845960902834,0.06747638326585695,0.8928571428571429,0.12547051312257856,0.11859838274932614,0.9777777777777777,0.21153845960902834
0.060665362035225046,0.8857142857142857,0.11355311235324504,0.014795474325500435,0.425,0.02859545771817779,0.05283757338551859,0.7714285714285715,0.0989010977012304
0.18226600985221675,0.8222222222222222,0.298387093803655,0.10584958217270195,0.6551724137931034,0.1822541942478248,0.18226600985221675,0.8222222222222222,0.298387093803655
0.10677083333333333,0.9761904761904762,0.19248826113337303,0.059782608695652176,0.9166666666666666,0.11224489680966265,0.10677083333333333,0.9761904761904762,0.19248826113337303
0.08277404921700224,0.8222222222222222,0.15040650240308348,0.031914893617021274,0.574468085106383,0.060470323750810406,0.08277404921700224,0.8222222222222222,0.15040650240308348
0.0981012658227848,0.8857142857142857,0.1766381748427367,0.05291005291005291,0.7894736842105263,0.09917355254171163,0.0981012658227848,0.8857142857142857,0.1766381748427367
0.22285714285714286,0.8478260869565217,0.3529411731741775,0.13138686131386862,0.6428571428571429,0.21818181536382006,0.22285714285714286,0.8478260869565217,0.3529411731741775
0.16770186335403728,0.84375,0.27979274334774096,0.10126582278481013,0.6857142857142857,0.17647058599291743,0.16770186335403728,0.84375,0.27979274334774096
0.09227467811158799,0.8958333333333334,0.16731517340398797,0.03188405797101449,0.4925373134328358,0.05989110593599825,0.08798283261802575,0.8541666666666666,0.1595330722366728
0.16666666666666666,0.9215686274509803,0.282282279688337,0.09125475285171103,0.7741935483870968,0.16326530423596652,0.16666666666666666,0.9215686274509803,0.282282279688337
0.19063545150501673,0.9827586206896551,0.31932772837103474,0.10016155088852989,0.9393939393939394,0.18102189606887956,0.19063545150501673,0.9827586206896551,0.31932772837103474
0.22613065326633167,0.9782608695652174,0.36734693572544774,0.1407185628742515,0.8703703703703703,0.24226803884100334,0.22613065326633167,0.9782608695652174,0.36734693572544774
0.16842105263157894,0.8421052631578947,0.2807017516081871,0.09437751004016064,0.6527777777777778,0.1649122784945522,0.1649122807017544,0.8245614035087719,0.2748537983918129
0.4222222222222222,1.0,0.5937499958251954,0.30456852791878175,0.967741935483871,0.4633204596788957,0.4222222222222222,1.0,0.5937499958251954
0.23195876288659795,0.8333333333333334,0.36290322239984396,0.08860759493670886,0.417910447761194,0.14621409633005886,0.21649484536082475,0.7777777777777778,0.33870967401274715
0.09289617486338798,0.7727272727272727,0.16585365662058302,0.03825857519788918,0.5471698113207547,0.07151664489429409,0.09289617486338798,0.7727272727272727,0.16585365662058302
0.1285140562248996,0.8888888888888888,0.2245614013015697,0.05486284289276808,0.6111111111111112,0.10068649734396684,0.1285140562248996,0.8888888888888888,0.2245614013015697
0.10526315789473684,0.8235294117647058,0.1866666646568889,0.022900763358778626,0.29508196721311475,0.042502950257217335,0.09273182957393483,0.7254901960784313,0.16444444243466666
0.13356164383561644,0.975,0.23493975691682392,0.06216696269982238,0.8333333333333334,0.11570247804680009,0.13013698630136986,0.95,0.22891566053128176
0.08366533864541832,0.8235294117647058,0.15189873250283675,0.014964788732394365,0.3148148148148148,0.028571427705049102,0.08366533864541832,0.8235294117647058,0.15189873250283675
0.05734767025089606,0.4,0.10031347743044983,0.008791208791208791,0.0975609756097561,0.01612903074149663,0.05734767025089606,0.4,0.10031347743044983
0.14225941422594143,0.7555555555555555,0.2394366170514283,0.04785894206549118,0.35185185185185186,0.08425720410047154,0.1297071129707113,0.6888888888888889,0.21830985648804807
0.12693498452012383,0.7454545454545455,0.21693121444458444,0.02264808362369338,0.20967741935483872,0.04088050138503231,0.11764705882352941,0.6909090909090909,0.20105819857156856
0.08564231738035265,0.8947368421052632,0.1563218374859559,0.04160887656033287,0.7317073170731707,0.07874015646210071,0.08564231738035265,0.8947368421052632,0.1563218374859559
0.26373626373626374,0.9411764705882353,0.4120171639624971,0.15384615384615385,0.8070175438596491,0.25842696360260703,0.26373626373626374,0.9411764705882353,0.4120171639624971
0.2087378640776699,0.9772727272727273,0.34399999709952006,0.14414414414414414,0.8888888888888888,0.248062013102578,0.2087378640776699,0.9772727272727273,0.34399999709952006
0.12857142857142856,0.75,0.21951219262343843,0.04871794871794872,0.4318181818181818,0.0875576018645544,0.11428571428571428,0.6666666666666666,0.19512194872099942
0.07370184254606366,0.8627450980392157,0.13580246768561388,0.015486725663716814,0.39622641509433965,0.029808374009845474,0.07035175879396985,0.8235294117647058,0.12962962817944101
0.19063545150501673,0.9827586206896551,0.31932772837103474,0.1038961038961039,0.8615384615384616,0.1854304616554647,0.19063545150501673,0.9827586206896551,0.31932772837103474
0.08881578947368421,0.9,0.1616766450715336,0.0273972602739726,0.4,0.0512820500821828,0.08223684210526316,0.8333333333333334,0.14970059716734196
0.12771739130434784,1.0,0.22650602208785023,0.07163323782234957,0.8928571428571429,0.13262599331987138,0.12771739130434784,1.0,0.22650602208785023
0.13857677902621723,0.9736842105263158,0.2426229486383231,0.08281573498964803,0.8695652173913043,0.1512287318714556,0.13857677902621723,0.9736842105263158,0.2426229486383231
0.13666666666666666,0.8541666666666666,0.2356321815299247,0.050359712230215826,0.5185185185185185,0.09180327707476486,0.13,0.8125,0.22413792865636148
0.12128146453089245,0.8983050847457628,0.21370967532331236,0.047830923248053395,0.5972222222222222,0.08856848472376574,0.11441647597254005,0.847457627118644,0.20161290112976393
0.060658578856152515,0.9459459459459459,0.11400651352539552,0.02924451665312754,0.8372093023255814,0.056514913005515456,0.060658578856152515,0.9459459459459459,0.11400651352539552
0.08173076923076923,0.8292682926829268,0.14879649727257493,0.02288329519450801,0.40816326530612246,0.043336943740006524,0.07692307692307693,0.7804878048780488,0.14004376204281566
0.16483516483516483,0.7894736842105263,0.2727272698694215,0.050505050505050504,0.40540540540540543,0.08982035731130557,0.15384615384615385,0.7368421052631579,0.25454545168760334
0.2604166666666667,0.9615384615384616,0.40983606221983343,0.16037735849056603,0.7727272727272727,0.26562499715332033,0.2552083333333333,0.9423076923076923,0.401639340908358
0.1859504132231405,0.9574468085106383,0.3114186823974809,0.07951807228915662,0.6470588235294118,0.14163089933826375,0.1859504132231405,0.9574468085106383,0.3114186823974809
0.07706422018348624,0.9130434782608695,0.14213197825991108,0.032411820781696854,0.6666666666666666,0.06181818093390083,0.07522935779816514,0.8913043478260869,0.13874788350525796
0.13432835820895522,0.75,0.22784809868931263,0.041033434650455926,0.36486486486486486,0.07377048998581627,0.13134328358208955,0.7333333333333333,0.2227848075500721
0.08444444444444445,1.0,0.15573770348192692,0.05092592592592592,0.9361702127659575,0.09659714501481466,0.08444444444444445,1.0,0.15573770348192692
0.061567164179104475,0.8918918918918919,0.11518324486524188,0.013333333333333334,0.35,0.025688072687484242,0.054104477611940295,0.7837837837837838,0.10122163928059964
0.0960591133004926,0.7959183673469388,0.17142856950667792,0.043593130779392336,0.5689655172413793,0.08098159377000265,0.0960591133004926,0.7959183673469388,0.17142856950667792
0.2275132275132275,0.9772727272727273,0.36909870938274797,0.14596273291925466,0.8867924528301887,0.2506666642395023,0.2275132275132275,0.9772727272727273,0.36909870938274797
0.12096774193548387,0.9375,0.2142857122612245,0.056818181818181816,0.7258064516129032,0.10538641551524991,0.11827956989247312,0.9166666666666666,0.20952380749931976
0.09215017064846416,0.8181818181818182,0.16564416995953932,0.03518518518518519,0.5135135135135135,0.0658578844149954,0.08873720136518772,0.7878787878787878,0.15950920063438595
0.2857142857142857,0.9122807017543859,0.435146439882355,0.17592592592592593,0.7402597402597403,0.2842892737050143,0.27472527472527475,0.8771929824561403,0.4184100382087149
0.294478527607362,0.9411764705882353,0.44859812721067344,0.17692307692307693,0.7931034482758621,0.289308173118152,0.294478527607362,0.9411764705882353,0.44859812721067344
0.22388059701492538,0.8108108108108109,0.3508771895913273,0.08530805687203792,0.47368421052631576,0.14457831066660218,0.21641791044776118,0.7837837837837838,0.3391812831585787
0.08179419525065963,0.8611111111111112,0.14939758877700682,0.026525198938992044,0.5128205128205128,0.0504413609815393,0.079155672823219,0.8333333333333334,0.14457831166857313
0.16201117318435754,0.7073170731707317,0.26363636060371903,0.07446808510638298,0.4375,0.12727272478677687,0.1564245810055866,0.6829268292682927,0.25454545151280994
0.11246943765281174,0.9019607843137255,0.19999999802844992,0.0646830530401035,0.746268656716418,0.11904761757962021,0.11246943765281174,0.9019607843137255,0.19999999802844992
0.13851351351351351,0.82,0.2369942171806609,0.07835820895522388,0.6176470588235294,0.13907284568396125,0.13513513513513514,0.8,0.23121387035985166
0.3357142857142857,0.7580645161290323,0.4653465303989805,0.2186046511627907,0.6025641025641025,0.3208191087211267,0.32142857142857145,0.7258064516129032,0.44554455020096084
0.24736842105263157,0.9591836734693877,0.3933054360707971,0.15771812080536912,0.9038461538461539,0.2685714260414694,0.24736842105263157,0.9591836734693877,0.3933054360707971
0.12427745664739884,0.9148936170212766,0.21882951443363183,0.06711409395973154,0.7692307692307693,0.12345678864730987,0.12427745664739884,0.9148936170212766,0.21882951443363183
0.19574468085106383,0.7796610169491526,0.3129251668598732,0.08641975308641975,0.4794520547945205,0.1464435120564241,0.19148936170212766,0.7627118644067796,0.3061224457714378
0.1254125412541254,0.8260869565217391,0.21776504069129154,0.04692556634304207,0.5576923076923077,0.08656716274733794,0.1254125412541254,0.8260869565217391,0.21776504069129154
0.1453287197231834,0.9767441860465116,0.25301204593790827,0.0851063829787234,0.8627450980392157,0.1549295758302544,0.1453287197231834,0.9767441860465116,0.25301204593790827
0.1532033426183844,1.0,0.26570048078776637,0.09147286821705426,0.8805970149253731,0.16573033537372966,0.1532033426183844,1.0,0.26570048078776637
0.07037037037037037,0.7307692307692307,0.12837837677593134,0.01770657672849916,0.3442622950819672,0.03368083307111409,0.06481481481481481,0.6730769230769231,0.11824324164079622
0.23121387283236994,0.8888888888888888,0.3669724737879809,0.07291666666666667,0.3888888888888889,0.12280701488457993,0.20809248554913296,0.8,0.3302752260815589
0.11375661375661375,0.9772727272727273,0.20379146732643025,0.0651872399445215,0.9038461538461539,0.12160413846049314,0.11375661375661375,0.9772727272727273,0.20379146732643025
0.14673913043478262,0.9,0.25233644618744,0.04892966360856269,0.48484848484848486,0.08888888722361114,0.14673913043478262,0.9,0.25233644618744
0.13349514563106796,0.8333333333333334,0.23012552063234187,0.03734939759036145,0.3875,0.06813186652819712,0.11407766990291263,0.7121212121212122,0.19665271728506153
0.12135922330097088,0.6756756756756757,0.2057613142908432,0.04477611940298507,0.38461538461538464,0.08021390187523238,0.11650485436893204,0.6486486486486487,0.19753086161594613
0.07004830917874397,0.8787878787878788,0.12975391362130836,0.018159806295399514,0.4411764705882353,0.03488372017079504,0.06763285024154589,0.8484848484848485,0.12527964069065958
0.12779552715654952,0.851063829787234,0.2222222199520062,0.029209621993127148,0.3269230769230769,0.053627758746529516,0.12779552715654952,0.851063829787234,0.2222222199520062
0.1581769436997319,0.855072463768116,0.26696832315708113,0.08558558558558559,0.6705882352941176,0.15179760118829577,0.15281501340482573,0.8260869565217391,0.257918549401425
0.13167259786476868,0.9024390243902439,0.22981366237394393,0.05185185185185185,0.6511627906976745,0.0960548871413903,0.13167259786476868,0.9024390243902439,0.22981366237394393
0.1952662721893491,0.9166666666666666,0.3219512166167758,0.12962962962962962,0.813953488372093,0.22364217015382418,0.1952662721893491,0.9166666666666666,0.3219512166167758
0.09034267912772585,0.6744186046511628,0.15934065725712476,0.02564102564102564,0.3191489361702128,0.04746835305364729,0.08099688473520249,0.6046511627906976,0.14285714077360828
0.08156028368794327,0.7931034482758621,0.1479099661546097,0.03765690376569038,0.5806451612903226,0.07072691437673934,0.08156028368794327,0.7931034482758621,0.1479099661546097
0.08089887640449438,0.8181818181818182,0.1472392621660164,0.01797175866495507,0.3111111111111111,0.03398058149168751,0.07865168539325842,0.7954545454545454,0.14314928261591414
0.14559386973180077,0.6666666666666666,0.2389937077494957,0.04462474645030426,0.34375,0.07899461196961156,0.13409961685823754,0.6140350877192983,0.2201257832211938
0.14285714285714285,0.9,0.24657534010133234,0.0673076923076923,0.5833333333333334,0.1206896533174792,0.13756613756613756,0.8666666666666667,0.23744292001000813
0.0673758865248227,0.7916666666666666,0.12418300509034988,0.018367346938775512,0.34615384615384615,0.03488371997325885,0.06382978723404255,0.75,0.11764705737793157
0.14285714285714285,0.9795918367346939,0.24935064712916175,0.08245877061469266,0.9482758620689655,0.15172413645903451,0.14285714285714285,0.9795918367346939,0.24935064712916175
0.136,0.7555555555555555,0.23050847199080726,0.03631961259079903,0.29411764705882354,0.06465517045713814,0.124,0.6888888888888889,0.2101694889399598
0.1284722222222222,0.6607142857142857,0.2151162763439697,0.029585798816568046,0.234375,0.052539402562990625,0.11805555555555555,0.6071428571428571,0.19767441587885345
0.1607843137254902,0.82,0.2688524562751949,0.05555555555555555,0.4423076923076923,0.09871244436920926,0.1607843137254902,0.82,0.2688524562751949
0.30434782608695654,0.9074074074074074,0.45581394972677125,0.15942028985507245,0.6984126984126984,0.25958701762288877,0.2919254658385093,0.8703703703703703,0.43720929856398055
0.1038961038961039,0.8571428571428571,0.18532818339977045,0.036756756756756756,0.4788732394366197,0.06827309104540655,0.1038961038961039,0.8571428571428571,0.18532818339977045
0.29545454545454547,0.896551724137931,0.44444444071590333,0.14388489208633093,0.625,0.23391812561266717,0.29545454545454547,0.896551724137931,0.44444444071590333
0.19708029197080293,0.7714285714285715,0.313953485130476,0.06437768240343347,0.375,0.10989010738907008,0.18248175182481752,0.7142857142857143,0.2906976711769876
0.09943714821763602,0.8833333333333333,0.17875210610694187,0.054294175715695954,0.7638888888888888,0.10138248724014527,0.09943714821763602,0.8833333333333333,0.17875210610694187
0.1162079510703364,0.8085106382978723,0.20320855395221482,0.03767123287671233,0.36065573770491804,0.06821705255097654,0.11314984709480122,0.7872340425531915,0.1978609603693271
0.2215568862275449,0.9024390243902439,0.35576922760401264,0.1455223880597015,0.7959183673469388,0.24605677972076545,0.2215568862275449,0.9024390243902439,0.35576922760401264
0.20348837209302326,0.7608695652173914,0.32110091410150665,0.10843373493975904,0.5294117647058824,0.17999999717800003,0.19767441860465115,0.7391304347826086,0.3119266021749011
0.16463414634146342,0.7941176470588235,0.27272726988266505,0.07480314960629922,0.475,0.12925169832939984,0.15853658536585366,0.7647058823529411,0.26262625978165494
0.17010309278350516,0.868421052631579,0.28448275588139127,0.06287425149700598,0.5,0.11170212567507924,0.17010309278350516,0.868421052631579,0.28448275588139127
0.1919191919191919,0.7755102040816326,0.30769230451179336,0.06818181818181818,0.42857142857142855,0.11764705645520958,0.18181818181818182,0.7346938775510204,0.2914979725279877
0.19827586206896552,0.9019607843137255,0.325088336267902,0.09278350515463918,0.5538461538461539,0.15894039489301154,0.19827586206896552,0.9019607843137255,0.325088336267902
0.12,0.9473684210526315,0.21301774948356153,0.05032467532467533,0.7045454545454546,0.09393939269494951,0.11666666666666667,0.9210526315789473,0.20710058972024792
0.19327731092436976,0.9019607843137255,0.3183390974394464,0.07823960880195599,0.6153846153846154,0.13882863140414362,0.17647058823529413,0.8235294117647058,0.2906574365397924
0.1263537906137184,0.7954545454545454,0.21806853345988492,0.039473684210526314,0.34615384615384615,0.07086613989459983,0.1263537906137184,0.7954545454545454,0.21806853345988492
0.10441767068273092,0.9811320754716981,0.18874772965872974,0.0668229777256741,0.9047619047619048,0.12445414719067618,0.10441767068273092,0.9811320754716981,0.18874772965872974
0.12371134020618557,0.9411764705882353,0.21867881343621093,0.06064356435643564,0.8596491228070176,0.11329479645678774,0.12371134020618557,0.9411764705882353,0.21867881343621093
0.14423076923076922,0.7758620689655172,0.2432432405995617,0.034722222222222224,0.2898550724637681,0.062015501965314655,0.1346153846153846,0.7241379310344828,0.22702702438334554
0.20155038759689922,0.8666666666666667,0.32704402209564504,0.09490740740740741,0.5857142857142857,0.16334661114585486,0.20155038759689922,0.8666666666666667,0.32704402209564504
0.07936507936507936,0.8620689655172413,0.14534883566539347,0.035523978685612786,0.6060606060606061,0.06711409291366381,0.0761904761904762,0.8275862068965517,0.1395348821770214
0.17408906882591094,0.86,0.2895622867621218,0.07042253521126761,0.5454545454545454,0.12474012271471857,0.1700404858299595,0.84,0.2828282800281151
0.06382978723404255,0.8666666666666667,0.11890243774655153,0.011574074074074073,0.3125,0.02232142788265308,0.060556464811783964,0.8222222222222222,0.11280487677094178
0.1,0.9148936170212766,0.18029349927174124,0.06142506142506143,0.847457627118644,0.11454753596763803,0.1,0.9148936170212766,0.18029349927174124
0.10451306413301663,0.88,0.18683651614895352,0.034574468085106384,0.43333333333333335,0.06403940749836204,0.1021377672209026,0.86,0.18259023164789195
0.2062780269058296,0.9019607843137255,0.3357664203279344,0.116991643454039,0.7,0.2004773245151258,0.2062780269058296,0.9019607843137255,0.3357664203279344
0.17647058823529413,0.8095238095238095,0.28977272433383916,0.06713780918727916,0.4367816091954023,0.11638590886955955,0.1695501730103806,0.7777777777777778,0.27840908797020275
0.10465116279069768,0.8035714285714286,0.18518518314620064,0.04201680672268908,0.5384615384615384,0.07795100088429623,0.10232558139534884,0.7857142857142857,0.18106995680875204
0.051587301587301584,0.8387096774193549,0.09719626059051445,0.02063983488132095,0.5555555555555556,0.03980099433412045,0.051587301587301584,0.8387096774193549,0.09719626059051445
0.13602941176470587,0.9024390243902439,0.2364217229629781,0.056790123456790124,0.5348837209302325,0.10267856969318002,0.125,0.8292682926829268,0.21725239388949566
0.07228915662650602,0.9130434782608695,0.13397129050637324,0.02977667493796526,0.72,0.05718824387586503,0.07056798623063683,0.8913043478260869,0.13078149784289633
0.0987012987012987,0.8260869565217391,0.17633410482178716,0.04011461318051576,0.5283018867924528,0.07456724236325823,0.0987012987012987,0.8260869565217391,0.17633410482178716
0.11945392491467577,0.9459459459459459,0.21212121013021124,0.04528985507246377,0.625,0.08445945819941565,0.11945392491467577,0.9459459459459459,0.21212121013021124
0.14583333333333334,0.7567567567567568,0.24454148200682674,0.056105610561056105,0.40476190476190477,0.09855072249930692,0.140625,0.7297297297297297,0.23580785755267827
0.15,0.8780487804878049,0.25622775551474786,0.05405405405405406,0.5,0.09756097384889949,0.14583333333333334,0.8536585365853658,0.24911031779232787
0.08450704225352113,1.0,0.15584415440715133,0.04363207547169811,0.9736842105263158,0.08352144387426179,0.08450704225352113,1.0,0.15584415440715133
0.21465968586387435,0.9761904761904762,0.3519313275168082,0.1296928327645051,0.8636363636363636,0.22551928556349002,0.2094240837696335,0.9523809523809523,0.34334763652968375
0.3375,0.9310344827586207,0.49541284013130216,0.22134387351778656,0.835820895522388,0.3499999966892578,0.3375,0.9310344827586207,0.49541284013130216
0.2,0.8064516129032258,0.32051281732823805,0.08196721311475409,0.42857142857142855,0.1376146762036024,0.192,0.7741935483870968,0.3076923045077252
0.10559006211180125,0.8947368421052632,0.18888888700061734,0.040280210157618214,0.5897435897435898,0.07540983486863748,0.10248447204968944,0.868421052631579,0.18333333144506173
0.23383084577114427,0.8703703703703703,0.36862744764198385,0.11538461538461539,0.6290322580645161,0.19499999738050003,0.23383084577114427,0.8703703703703703,0.36862744764198385
0.2747747747747748,0.8591549295774648,0.41638224888769826,0.11764705882352941,0.4897959183673469,0.189723317034792,0.25675675675675674,0.8028169014084507,0.3890784946214866
0.5,0.9565217391304348,0.6567164134016485,0.4166666666666667,0.9433962264150944,0.5780346778308665,0.5,0.9565217391304348,0.6567164134016485
0.1518324607329843,0.8787878787878788,0.25892856891621496,0.059006211180124224,0.5428571428571428,0.10644257526226178,0.1518324607329843,0.8787878787878788,0.25892856891621496
0.06896551724137931,0.8125,0.12713936286081504,0.011128775834658187,0.20588235294117646,0.02111613779015358,0.06896551724137931,0.8125,0.12713936286081504
0.07936507936507936,0.7894736842105263,0.14423076757072856,0.03528468323977546,0.6111111111111112,0.06671720897543974,0.07936507936507936,0.7894736842105263,0.14423076757072856
0.1005586592178771,0.8181818181818182,0.1791044756624836,0.036127167630057806,0.5,0.0673854434870424,0.09497206703910614,0.7727272727272727,0.16915422690626472
0.1989247311827957,0.6607142857142857,0.30578512040980815,0.04838709677419355,0.23076923076923078,0.07999999713422232,0.17204301075268819,0.5714285714285714,0.2644628063602213
0.059726962457337884,0.7,0.11006289163304459,0.026743075453677174,0.4827586206896552,0.05067873203700171,0.05802047781569966,0.68,0.10691823754499429
0.10703363914373089,0.7,0.18567639027221752,0.03139717425431711,0.3508771929824561,0.05763688610033307,0.10703363914373089,0.7,0.18567639027221752
0.09941520467836257,0.6666666666666666,0.1730279875632733,0.04821150855365474,0.4492753623188406,0.08707864993502244,0.09649122807017543,0.6470588235294118,0.1679389290391003
0.05871559633027523,0.9142857142857143,0.11034482645214033,0.02109300095877277,0.5641025641025641,0.040665433685873026,0.05688073394495413,0.8857142857142857,0.10689655059007135
0.3170731707317073,1.0,0.48148147782578876,0.23976608187134502,1.0,0.3867924497103062,0.3170731707317073,1.0,0.48148147782578876
0.2271186440677966,0.9436619718309859,0.3661202154520888,0.12859884836852206,0.7701149425287356,0.22039473438977017,0.22372881355932203,0.9295774647887324,0.3606557345777719
0.20855614973262032,0.75,0.32635982923128104,0.11604095563139932,0.576271186440678,0.19318181539143214,0.20855614973262032,0.75,0.32635982923128104
0.19298245614035087,0.9166666666666666,0.318840576836799,0.10204081632653061,0.6818181818181818,0.1775147906347817,0.1871345029239766,0.8888888888888888,0.30917874108800675
0.06994328922495274,0.925,0.1300527227701916,0.03780718336483932,0.851063829787234,0.07239818923075285,0.06994328922495274,0.925,0.1300527227701916
0.13851351351351351,0.8367346938775511,0.2376811569831548,0.07076350093109869,0.6129032258064516,0.1268781283611807,0.13851351351351351,0.8367346938775511,0.2376811569831548
0.09401709401709402,0.9166666666666666,0.17054263397151614,0.038293216630196934,0.5833333333333334,0.07186858200608007,0.0876068376068376,0.8541666666666666,0.15891472699477194
0.27564102564102566,0.9772727272727273,0.42999999656800003,0.1593625498007968,0.7843137254901961,0.26490065944454194,0.27564102564102566,0.9772727272727273,0.42999999656800003
0.13953488372093023,0.9056603773584906,0.2418135997015399,0.0662557781201849,0.6615384615384615,0.12044817761673299,0.13953488372093023,0.9056603773584906,0.2418135997015399
0.11627906976744186,0.8490566037735849,0.2045454524265496,0.04664723032069971,0.5245901639344263,0.08567603598343397,0.11627906976744186,0.8490566037735849,0.2045454524265496
0.07468879668049792,0.782608695652174,0.13636363477301425,0.017763845350052248,0.3469387755102041,0.03379721577309506,0.07468879668049792,0.782608695652174,0.13636363477301425
0.20300751879699247,0.84375,0.32727272414618924,0.09883720930232558,0.53125,0.16666666402153021,0.20300751879699247,0.84375,0.32727272414618924
0.1085972850678733,0.8727272727272727,0.19315895175398468,0.03525264394829612,0.44776119402985076,0.06535947577102351,0.10407239819004525,0.8363636363636363,0.18511066201555412
0.2214765100671141,0.8918918918918919,0.35483870649034577,0.1214574898785425,0.7317073170731707,0.20833333089144482,0.2080536912751678,0.8378378378378378,0.33333333014625977
0.11742424242424243,0.7045454545454546,0.20129869884972174,0.04176334106728538,0.35294117647058826,0.07468879478822685,0.10984848484848485,0.6590909090909091,0.18831168586270872
0.15088757396449703,0.7611940298507462,0.25185184909056546,0.04341317365269461,0.3411764705882353,0.07702523040092844,0.1301775147928994,0.6567164179104478,0.21728394785599758
0.10594315245478036,0.9318181818181818,0.19025521858430997,0.04838709677419355,0.7021276595744681,0.0905349782175632,0.10335917312661498,0.9090909090909091,0.18561484735461162
0.07207207207207207,0.8,0.13223140344238782,0.0256797583081571,0.5,0.048850573783359774,0.07207207207207207,0.8,0.13223140344238782
0.11643835616438356,0.8793103448275862,0.20564515922509102,0.048223350253807105,0.5671641791044776,0.08888888744445131,0.11187214611872145,0.8448275862068966,0.1975806430960588
